66.162075121,0.046235257,4.47E-7,67.115839864,1.6263319E7,0.0,1.6263292E7,93.0,93.0,66.162075121,0.046235257,1.353146563E9,1.589977243E9,
61.005940698,0.028279309,4.85E-7,61.977661389,1.2286603E7,0.0,1.2286589E7,71.0,71.0,61.005940698,0.028279309,1.421712416E9,1.5979711E9,
65.433965568,0.009912634,4.55E-7,66.424052934,1.6447522E7,0.0,1.6447493E7,98.0,98.0,65.433965568,0.009912634,1.294859743E9,1.531690423E9,
58.509228775,0.007383626,4.61E-7,59.501845149,1.1249463E7,0.0,1.1249448E7,67.0,67.0,58.509228775,0.007383626,1.437757578E9,1.5979711E9,
46.871262459,0.006808541,4.51E-7,47.864453918,2733767.0,0.0,2733749.0,39.0,39.0,46.871262459,0.006808541,1.559264382E9,1.5979711E9,
59.108064335,0.006310371,4.58E-7,60.101753964,1.4091791E7,0.0,1.4091775E7,79.0,79.0,59.108064335,0.006310371,1.395537688E9,1.5979711E9,
60.358490824,0.004191851,4.07E-7,61.354298973,1.4311394E7,0.0,1.4311378E7,81.0,81.0,60.358490824,0.004191851,1.392127652E9,1.5979711E9,
57.492540518,0.004864518,4.24E-7,58.487676,1.2991976E7,0.0,1.2991962E7,73.0,73.0,57.492540518,0.004864518,1.410836928E9,1.5979711E9,
64.200668646,0.006291042,4.71E-7,65.194377604,1.7062522E7,0.0,1.706249E7,100.0,100.0,64.200668646,0.006291042,1.284634825E9,1.528044135E9,
45.127212216,0.005246467,4.86E-7,46.121965749,350531.0,0.0,350513.0,26.0,26.0,45.127212216,0.005246467,1.593020504E9,1.5979711E9,
58.475938079,0.005215344,4.62E-7,59.470722735,1.4576488E7,0.0,1.4576472E7,81.0,81.0,58.475938079,0.005215344,1.38799432E9,1.5979711E9,
42.542070315,0.005575076,4.38E-7,43.536495239,135995.0,0.0,135973.0,28.0,28.0,42.542070315,0.005575076,1.596058143E9,1.5979711E9,
68.473845628,0.006057278,5.26E-7,69.46778835,8958097.0,0.0,8958074.0,64.0,64.0,68.473845628,0.006057278,1.471078891E9,1.5979711E9,
59.989464824,0.004517679,4.14E-7,60.984947145,7761281.0,0.0,7761267.0,52.0,52.0,59.989464824,0.004517679,1.488030832E9,1.5979711E9,
70.675656063,0.005113662,5.91E-7,71.670542401,1.7176994E7,0.0,1.7176968E7,94.0,94.0,70.675656063,0.005113662,1.349318355E9,1.5979711E9,
97.637137408,0.004735729,4.65E-7,98.632401679,1.8740876E7,0.0,1.8740855E7,98.0,98.0,97.637137408,0.004735729,1.278223013E9,1.534789583E9,
76.949769437,0.004552056,4.42E-7,77.945217381,1.1538982E7,0.0,1.1538963E7,73.0,73.0,76.949769437,0.004552056,1.433270492E9,1.5979711E9,
85.247786136,0.005018254,2.43E-7,86.242767882,1.2194327E7,0.0,1.2194313E7,73.0,73.0,85.247786136,0.005018254,1.423140076E9,1.5979711E9,
68.279476331,0.002706774,4.21E-7,69.276769557,1.2763817E7,0.0,1.2763805E7,72.0,72.0,68.279476331,0.002706774,1.414343043E9,1.5979711E9,
62.241769016,0.004443583,2.7E-7,63.237325433,1.5218105E7,0.0,1.521809E7,85.0,85.0,62.241769016,0.004443583,1.378018775E9,1.5979711E9,
64.201918386,0.004234558,1.007E-6,65.197683828,1.8277284E7,0.0,1.827726E7,101.0,101.0,64.201918386,0.004234558,1.31764751E9,1.58079271E9,
