36.670109139,0.069303989,4.97E-7,37.60080515,266787.0,0.0,266747.0,35.0,36.670109139,0.069303989,1.35053138E9,1.353820695E9,
36.870456051,0.034619236,2.72E-7,37.835836815,231608.0,0.0,231581.0,32.0,36.870456051,0.034619236,1.338451911E9,1.341741226E9,
34.63349134,0.008813284,4.45E-7,35.624678056,212262.0,0.0,212224.0,34.0,34.63349134,0.008813284,1.392415781E9,1.395705096E9,
37.220815631,0.007724059,3.53E-7,38.213091572,231115.0,0.0,231091.0,26.0,37.220815631,0.007724059,1.327598912E9,1.330888227E9,
39.871037574,0.007223307,6.29E-7,40.863814267,231537.0,0.0,231514.0,26.0,39.871037574,0.007223307,1.454123732E9,1.457413047E9,
39.066853891,0.010506755,3.67E-7,40.056347136,232678.0,0.0,232644.0,37.0,39.066853891,0.010506755,1.324584875E9,1.32787419E9,
37.852824276,0.004436478,4.81E-7,38.848387798,215168.0,0.0,215143.0,28.0,37.852824276,0.004436478,1.412274778E9,1.415564093E9,
37.099747158,0.007655641,4.94E-7,38.092091517,230775.0,0.0,230748.0,29.0,37.099747158,0.007655641,1.5689533E9,1.572242615E9,
34.798893873,0.006770646,5.15E-7,35.792123227,212642.0,0.0,212609.0,30.0,34.798893873,0.006770646,1.401237496E9,1.404526811E9,
36.568673859,0.005898631,3.98E-7,37.562775228,231714.0,0.0,231693.0,24.0,36.568673859,0.005898631,1.561077393E9,1.564366708E9,
37.94570877,0.004202,4.54E-7,38.94150677,428201.0,0.0,428165.0,35.0,37.94570877,0.004202,1.408217105E9,1.414795735E9,
36.593944375,0.005732392,4.04E-7,37.588211983,422286.0,0.0,422256.0,28.0,36.593944375,0.005732392,1.376365674E9,1.382944304E9,
47.697909812,0.007156419,6.18E-7,48.690753393,465945.0,0.0,465905.0,37.0,47.697909812,0.007156419,1.543138894E9,1.549717524E9,
39.636324991,0.006497013,4.85E-7,40.629827978,423604.0,0.0,423568.0,36.0,39.636324991,0.006497013,1.386850893E9,1.393429523E9,
48.802080456,0.006786296,5.55E-7,49.79529416,424534.0,0.0,424502.0,32.0,48.802080456,0.006786296,1.437794999E9,1.444373629E9,
36.896386284,0.005870223,5.98E-7,37.890516061,465778.0,0.0,465757.0,28.0,36.896386284,0.005870223,1.577648811E9,1.584227441E9,
40.416011806,0.007213987,4.68E-7,41.408797819,462698.0,0.0,462665.0,37.0,40.416011806,0.007213987,1.571993331E9,1.578571961E9,
35.97935658,0.006987701,3.41E-7,36.972368879,426393.0,0.0,426360.0,38.0,35.97935658,0.006987701,1.364258683E9,1.370837313E9,
37.041639149,0.00450791,4.01E-7,38.037131239,466039.0,0.0,466013.0,29.0,37.041639149,0.00450791,1.485789665E9,1.492368295E9,
42.72736192,0.004391698,4.62E-7,43.722970222,464650.0,0.0,464622.0,28.0,42.72736192,0.004391698,1.562049329E9,1.568627959E9,
42.077413109,0.005163582,4.68E-7,43.072249527,756827.0,0.0,756791.0,29.0,42.077413109,0.005163582,1.349071036E9,1.358938981E9,
37.108200639,0.005249792,6.65E-7,38.102950847,698168.0,0.0,698137.0,33.0,37.108200639,0.005249792,1.486995202E9,1.496863147E9,
37.404251661,0.00502407,3.81E-7,38.399227591,1606603.0,0.0,1606584.0,33.0,37.404251661,0.00502407,1.278277888E9,1.288145833E9,
