62.994796656,0.048280676,3.77E-7,63.94651598,1.0725218E7,0.0,1.0725201E7,65.0,1.0,62.994796656,0.048280676,1.445876145E9,1.5979711E9,
56.8279832,0.028617576,4.78E-7,57.799365624,8931007.0,0.0,8930988.0,60.0,1.0,56.8279832,0.028617576,1.47146241E9,1.5979711E9,
69.744514443,0.009106907,4.55E-7,70.735407536,1.1201098E7,0.0,1.1201077E7,71.0,1.0,69.744514443,0.009106907,1.43850425E9,1.5979711E9,
64.426404033,0.007285635,4.52E-7,65.419118398,1.3929159E7,0.0,1.3929131E7,82.0,1.0,64.426404033,0.007285635,1.390219318E9,1.590867533E9,
61.351370982,0.004821529,6.18E-7,62.346549453,1.3712881E7,0.0,1.3712861E7,80.0,0.0,61.351370982,0.004821529,1.29625511E9,1.496903325E9,
65.323011773,0.004838327,4.96E-7,66.318173446,9577647.0,0.0,9577632.0,61.0,1.0,65.323011773,0.004838327,1.462317326E9,1.5979711E9,
54.84527342,0.004473459,4.78E-7,55.840799961,8988994.0,0.0,8988974.0,59.0,1.0,54.84527342,0.004473459,1.470654352E9,1.5979711E9,
66.577997459,0.0060155,5.89E-7,67.571981959,1.4177766E7,0.0,1.4177736E7,89.0,1.0,66.577997459,0.0060155,1.39237315E9,1.59631068E9,
64.305106584,0.005802645,5.18E-7,65.299303939,1.2639338E7,0.0,1.2639325E7,74.0,1.0,64.305106584,0.005802645,1.416254157E9,1.5979711E9,
51.224001617,0.0060106,5.35E-7,52.217991017,451401.0,0.0,451381.0,30.0,1.0,51.224001617,0.0060106,1.591595355E9,1.5979711E9,
70.033676503,0.005383737,3.54E-7,71.028292766,1.1315998E7,0.0,1.1315978E7,70.0,1.0,70.033676503,0.005383737,1.43672062E9,1.5979711E9,
65.287565959,0.004732407,4.77E-7,66.282833552,9937285.0,0.0,9937267.0,65.0,1.0,65.287565959,0.004732407,1.457236739E9,1.5979711E9,
65.302485557,0.005775619,3.58E-7,66.296709938,1.4331005E7,0.0,1.4330984E7,84.0,0.0,65.302485557,0.005775619,1.298497716E9,1.505724561E9,
57.461798308,0.006758606,4.61E-7,58.455039702,1.5006411E7,0.0,1.5006375E7,92.0,0.0,57.461798308,0.006758606,1.280292062E9,1.487518907E9,
62.042511059,0.005321927,6.75E-7,63.037189132,1.1876964E7,0.0,1.1876948E7,70.0,1.0,62.042511059,0.005321927,1.42806044E9,1.5979711E9,
65.307516485,0.005011635,2.37E-7,66.30250485,9830521.0,0.0,9830504.0,63.0,1.0,65.307516485,0.005011635,1.458746888E9,1.5979711E9,
62.141021584,0.003429786,4.88E-7,63.137591798,9806272.0,0.0,9806249.0,69.0,1.0,62.141021584,0.003429786,1.459089228E9,1.5979711E9,
62.671229223,0.005706242,1.9E-7,63.665522981,1.101635E7,0.0,1.1016332E7,71.0,1.0,62.671229223,0.005706242,1.441377198E9,1.5979711E9,
57.568866313,0.002986163,3.98E-7,58.56588015,1.456629E7,0.0,1.4566257E7,89.0,0.0,57.568866313,0.002986163,1.335037559E9,1.545553719E9,
56.669725159,0.00415242,6.98E-7,57.665572739,1.2182849E7,0.0,1.2182839E7,71.0,1.0,56.669725159,0.00415242,1.423319222E9,1.5979711E9,
