15.277808706,40886.0,133.048136095,100.0,0.0,2235.0,433.16071215202294,
24.753112184,76975.0,136.12259457,100.0,0.0,11154.0,64.09252498558712,
14.411608646,40383.0,127.664585566,100.0,0.0,1149.0,464.41774875239753,
22.130303281,67902.0,130.065390813,100.0,0.0,9753.0,187.41437818562704,
27.647861391,93790.0,124.441457723,100.0,0.0,15924.0,32.31634695541038,
15.078952104,56953.0,117.696326607,100.0,0.0,30757.0,272.7860628919237,
17.810330809,57028.0,120.50724755,100.0,0.0,28155.0,281.3797763344423,
21.69341775,67902.0,133.698517261,100.0,0.0,9753.0,187.54120390796294,
18.960626105,64183.0,130.974876591,100.0,0.0,27013.0,255.63349012809118,
0.445968732,1394.0,147.259318513,100.0,0.0,183.0,597.4548359774121,
16.434260151,51820.0,112.164493402,100.0,0.0,6734.0,337.993913793662,
20.182753203,62996.0,125.410238259,100.0,0.0,24831.0,252.28962547490428,
25.164590339,76975.0,126.93923143,100.0,0.0,11695.0,71.99787676910665,
17.303868391,51977.0,120.448514272,100.0,0.0,4904.0,377.6667981494505,
30.586956263,96565.0,118.992951312,100.0,0.0,11481.0,57.92387959817313,
11.992810268,41295.0,122.841523532,100.0,0.0,4400.0,390.1443899729192,
20.514823427,67759.0,120.75894902,100.0,0.0,8591.0,174.82649674731277,
22.781278425,71473.0,111.502260858,100.0,0.0,9790.0,99.2875630062672,
16.881871613,52025.0,120.43590883,100.0,0.0,5724.0,355.48282917743023,
20.26743964,66104.0,113.915722922,100.0,0.0,8637.0,129.5403573206045,
