1148.860780146,3802284.0,0.015342761,1.0,1032.937549571,3447759.0,0.005782279,1.0,
1391.695648033,4581486.0,0.004201367,1.0,1350.724306954,4451631.0,0.004879791,1.0,
1284.74642632,4183137.0,0.004684994,1.0,1457.478579026,3767788.0,0.040751665,1.0,
1596.172179608,4351722.0,0.003910012,1.0,1318.610585393,4323809.0,0.004226812,1.0,
1656.547165506,5468454.0,0.004992486,1.0,1579.191820417,5323423.0,0.004392955,1.0,
1114.506868254,3750041.0,0.005137823,1.0,871.834892683,2964253.0,0.004467286,1.0,
738.845045075,2484945.0,0.004413624,1.0,553.927544786,1863987.0,0.005027079,1.0,
1329.359992479,4556319.0,0.005045063,1.0,1254.98493359,4337060.0,0.004382245,1.0,
477.867044985,1571508.0,0.003806934,1.0,264.082455654,851006.0,0.00475401,1.0,
1283.343880306,4351722.0,0.005612289,1.0,1264.631554043,4185120.0,0.004566755,1.0,
683.739317901,2297289.0,0.004669218,1.0,416.102704701,1387087.0,0.004312844,1.0,
2172.686900553,5335507.0,0.003077683,1.0,1499.459783584,4790655.0,0.00512222,1.0,
1290.242795155,4451632.0,0.004348809,1.0,1281.128737046,4185120.0,0.003755482,1.0,
1563.421317946,5468454.0,0.00358102,1.0,1500.039581407,5218818.0,0.003903645,1.0,
