32.853414756,1.74346E-4,5.34E-7,32.85324041,0.0,4.0,1.273303973E9,1.275159845E9,
25.62652652,1.21059E-4,2.16E-7,25.626405461,0.0,8.0,1.277469882E9,1.279325754E9,
28.665916491,1.61044E-4,3.51E-7,28.665755447,0.0,9.0,1.292449649E9,1.294305521E9,
25.908226168,1.29737E-4,6.39E-7,25.908096431,0.0,9.0,1.29228154E9,1.294137412E9,
27.51574757,1.30579E-4,5.68E-7,27.515616991,0.0,9.0,1.284812526E9,1.286668398E9,
30.751511282,8.28E-5,5.56E-7,30.751428482,0.0,4.0,1.274739657E9,1.278451401E9,
24.262871605,1.3216E-4,4.85E-7,24.262739445,0.0,9.0,1.296243951E9,1.299955695E9,
29.196520058,2.27739E-4,3.37E-7,29.196292319,0.0,7.0,1.283228213E9,1.286939957E9,
30.569156941,6.9689E-5,4.05E-7,30.569087252,0.0,4.0,1.271374248E9,1.275085992E9,
25.428477667,1.02661E-4,7.48E-7,25.428375006,0.0,11.0,1.299578917E9,1.2999708E9,
