0.125984931,33.0,101.498600242,100.0,0.0,5.0,1.285999161E9,
0.08599442,7.0,105.938849808,100.0,0.0,4.0,1.296289513E9,
0.080634589,14.0,99.891564409,100.0,0.0,4.0,1.283936899E9,
0.08518466,22.0,107.616291624,100.0,0.0,5.0,1.286348541E9,
0.07519588,10.0,107.907860379,100.0,0.0,4.0,1.292940388E9,
0.116778529,30.0,104.441504925,100.0,0.0,5.0,1.276257604E9,
0.073257823,7.0,107.473707599,100.0,0.0,4.0,1.298544581E9,
0.075916805,7.0,110.885364717,100.0,0.0,4.0,1.289203963E9,
0.059650452,8.0,112.441254782,100.0,0.0,4.0,1.288583623E9,
0.082766159,9.0,101.706504727,100.0,0.0,4.0,1.2731686E9,
0.06019278,8.0,105.677371855,100.0,0.0,1.0,1.269737335E9,
0.06191234,12.0,110.259110345,100.0,0.0,4.0,1.2933068E9,
0.078454961,30.0,103.523767598,100.0,0.0,5.0,1.281414679E9,
0.068076383,23.0,108.587943905,100.0,0.0,4.0,1.276615727E9,
0.075258355,10.0,108.710788191,100.0,0.0,4.0,1.293114365E9,
0.09100084,16.0,110.391537304,100.0,0.0,4.0,1.281855777E9,
0.080052306,31.0,108.574109387,100.0,0.0,5.0,1.273057778E9,
0.066056473,8.0,105.935656458,100.0,0.0,4.0,1.293521115E9,
0.065051732,6.0,114.694255765,100.0,0.0,4.0,1.296789558E9,
0.080308514,31.0,110.929818086,100.0,0.0,5.0,1.295463182E9,
