1246.239120292,5468454.0,3858.620229546,1.710362E7,
1550.688606867,5468454.0,0.005313451,1.0,88.669030758,290607.0,0.004935539,1.0,
806.961918908,2794081.0,0.004995288,1.0,78.965400191,290607.0,0.004954461,1.0,
1064.729555855,3753313.0,0.004091354,1.0,80.268402955,290607.0,0.004640709,1.0,
1489.437332881,5316027.0,0.004420858,1.0,75.64470296,290607.0,0.00472653,1.0,
393.942326713,1400969.0,0.004603766,1.0,81.297044065,290607.0,0.003991458,1.0,
1547.200852775,5468454.0,0.005527531,1.0,79.515049135,290607.0,0.004766768,1.0,
1550.150247296,5468454.0,0.003291803,1.0,79.58678763,290607.0,0.00450355,1.0,
509.822311021,1809062.0,0.004789704,1.0,80.935840334,290607.0,0.005536904,1.0,
738.793566554,2393215.0,0.004491863,1.0,87.471736188,290607.0,0.004628154,1.0,
266.430156504,803989.0,0.004627825,1.0,9.352775105,34274.0,0.002341199,1.0,
1118.178061719,3528661.0,0.004395117,1.0,90.95051037,290607.0,0.004647804,1.0,
951.112385496,3067651.0,0.004376362,1.0,93.678537642,290607.0,0.004417024,1.0,
1672.008566788,5468454.0,0.004490724,1.0,92.220229056,290607.0,0.004677097,1.0,
650.799063705,2077997.0,0.003641334,1.0,90.352525876,290607.0,0.005087353,1.0,
1362.635598463,4470104.0,0.005234407,1.0,94.749758709,290607.0,0.004990358,1.0,
1349.01987954,4351722.0,0.004222132,1.0,99.191164079,290607.0,0.004526389,1.0,
1185.137672676,3759685.0,0.00540868,1.0,83.310546493,290607.0,0.004327697,1.0,
1586.731413781,5301384.0,0.004502552,1.0,89.614409068,290607.0,0.004381737,1.0,
1612.969003293,5468454.0,0.00459702,1.0,82.464951235,290607.0,0.004721236,1.0,
1589.317893157,5468454.0,0.005079916,1.0,82.006796842,290607.0,0.004585284,1.0,
1644.025383348,5468454.0,0.004611371,1.0,86.021216677,290607.0,0.004511237,1.0,
1250.94759047,4185121.0,0.004683549,1.0,83.5924952,290607.0,0.004245576,1.0,
1593.644341403,5468454.0,0.004255966,1.0,81.258681214,290607.0,0.004029629,1.0,
1565.323223897,5468454.0,0.004267735,1.0,85.075631186,290607.0,0.004750471,1.0,
1268.524624924,4323810.0,0.005069727,1.0,82.768208326,290607.0,0.00404488,1.0,
1567.369004151,5468454.0,0.004757759,1.0,81.39681803,290607.0,0.005116364,1.0,
1611.761693561,5468454.0,0.005042906,1.0,64.210040097,290607.0,0.004669293,1.0,
1363.385914435,5468454.0,0.004023733,1.0,85.385424198,290607.0,0.004248246,1.0,
1148.860780146,3802284.0,0.015342761,1.0,1032.937549571,3447759.0,0.005782279,1.0,
1391.695648033,4581486.0,0.004201367,1.0,1350.724306954,4451631.0,0.004879791,1.0,
1284.74642632,4183137.0,0.004684994,1.0,1457.478579026,3767788.0,0.040751665,1.0,
1596.172179608,4351722.0,0.003910012,1.0,1318.610585393,4323809.0,0.004226812,1.0,
1656.547165506,5468454.0,0.004992486,1.0,1579.191820417,5323423.0,0.004392955,1.0,
1114.506868254,3750041.0,0.005137823,1.0,871.834892683,2964253.0,0.004467286,1.0,
738.845045075,2484945.0,0.004413624,1.0,553.927544786,1863987.0,0.005027079,1.0,
1329.359992479,4556319.0,0.005045063,1.0,1254.98493359,4337060.0,0.004382245,1.0,
477.867044985,1571508.0,0.003806934,1.0,264.082455654,851006.0,0.00475401,1.0,
1283.343880306,4351722.0,0.005612289,1.0,1264.631554043,4185120.0,0.004566755,1.0,
683.739317901,2297289.0,0.004669218,1.0,416.102704701,1387087.0,0.004312844,1.0,
2172.686900553,5335507.0,0.003077683,1.0,1499.459783584,4790655.0,0.00512222,1.0,
1290.242795155,4451632.0,0.004348809,1.0,1281.128737046,4185120.0,0.003755482,1.0,
1563.421317946,5468454.0,0.00358102,1.0,1500.039581407,5218818.0,0.003903645,1.0,
