34.476580983,1.07728E-4,5.82E-7,34.476472673,2544258.0,5.0,1766457.0,13.0,549.6972268620661,617.6972268620661,
90.256702761,1.693E-5,7.05E-7,90.256685126,2.0488715E7,10.0,18587.0,73.0,-606.6935336465534,0.0,
40.314369083,2.8984E-5,6.69E-7,40.31433943,2975981.0,6.0,1106421.0,15.0,645.5613739044181,680.0,
51.852428922,2.5014E-5,6.38E-7,51.85240327,7062052.0,2.0,1772495.0,27.0,498.67600211861463,566.6760021186146,
48.589077519,2.8259E-5,6.88E-7,48.589048572,4882922.0,4.0,1794741.0,17.0,342.0183806759368,410.0183806759368,
40.917400408,2.7571E-5,6.42E-7,40.917372195,3031383.0,4.0,1578890.0,15.0,619.4386685043289,680.0,
70.257115958,2.7253E-5,5.21E-7,70.257088184,2.0488715E7,10.0,18586.0,73.0,-76.47783127163746,0.0,
75.902045438,2.747E-5,4.41E-7,75.902017527,2.0488715E7,10.0,18587.0,73.0,-242.54795624453016,0.0,
63.594695101,2.5025E-5,4.35E-7,63.594669641,2.0488715E7,10.0,18587.0,73.0,-511.6522509520662,0.0,
45.162360081,2.871E-5,6.38E-7,45.162330733,7369293.0,5.0,1909398.0,25.0,179.65514519137787,247.65514519137787,
59.020189577,2.6702E-5,4.61E-7,59.020162414,2975981.0,6.0,899445.0,15.0,657.8127704823585,680.0,
36.511308583,2.873E-5,4.67E-7,36.511279386,2975981.0,6.0,1106421.0,15.0,645.746112740984,680.0,
45.004878412,2.4263E-5,2.45E-7,45.004853904,7062052.0,2.0,2649768.0,27.0,493.2042498933879,629.2042498933879,
41.743117201,1.536E-5,5.28E-7,41.743101313,7369293.0,3.0,3174505.0,25.0,167.86639746020444,303.86639746020444,
89.633154972,2.4908E-5,4.31E-7,89.633129633,1.8137003E7,4.0,9627392.0,63.0,27.701904505886546,163.70190450588655,
48.466160729,2.488E-5,5.14E-7,48.466135335,4882922.0,4.0,2928860.0,17.0,293.7528374395923,429.7528374395923,
65.094688332,2.5683E-5,6.88E-7,65.094661961,2.0488715E7,10.0,18587.0,73.0,-301.9918355200973,0.0,
78.577235515,2.4526E-5,2.87E-7,78.577210702,7369293.0,3.0,3223992.0,25.0,145.1700832769194,281.1700832769194,
66.949227249,2.832E-5,5.65E-7,66.949198364,2.0488715E7,7.0,6298189.0,73.0,-105.13158257686416,30.86841742313584,
40.047456411,2.5943E-5,3.61E-7,40.047430107,3031383.0,4.0,1609424.0,15.0,617.1301495961611,680.0,
65.582808876,2.5641E-5,4.78E-7,65.582782757,2.0488715E7,5.0,1.3399299E7,73.0,-90.16338810226682,113.8366118977332,
43.053013686,2.5372E-5,2.61E-7,43.052988053,7369293.0,3.0,4341860.0,25.0,167.71301770618368,371.7130177061837,
57.774092997,1.552E-5,5.55E-7,57.774076922,4882922.0,4.0,3988100.0,17.0,290.3975664130418,494.3975664130418,
80.287105785,2.7484E-5,7.82E-7,80.287077519,2.0488715E7,5.0,1.3545692E7,73.0,-83.2673853498685,120.73261465013152,
62.062996978,2.4162E-5,5.48E-7,62.062972268,2.0488715E7,10.0,18587.0,73.0,-313.9566605546303,0.0,
63.715824065,2.6692E-5,5.68E-7,63.715796805,2.0488715E7,10.0,18587.0,73.0,-546.1833420506732,0.0,
65.655546792,2.6405E-5,6.22E-7,65.655519765,2.0488715E7,10.0,18587.0,73.0,-460.4968195480385,0.0,
60.137857707,2.6104E-5,7.75E-7,60.137830828,2.0488715E7,10.0,18587.0,73.0,-541.3012079844175,0.0,
76.227388022,2.3668E-5,5.58E-7,76.227363796,7369293.0,3.0,4431139.0,25.0,141.68913077567493,345.6891307756749,
51.287271261,2.1713E-5,4.98E-7,51.28724905,7062052.0,2.0,3548977.0,27.0,460.9255163242967,664.9255163242967,
69.047587556,2.606E-5,5.14E-7,69.047560982,2.0488715E7,10.0,18587.0,73.0,-356.0699331755039,0.0,
46.37330609,2.4893E-5,6.01E-7,46.373280596,7369293.0,3.0,5422039.0,25.0,171.2714471189821,443.2714471189821,
74.492420789,2.733E-5,8.06E-7,74.492392653,2.0488715E7,10.0,113886.0,73.0,-269.13091262960137,2.8690873703986313,
79.419812772,2.6482E-5,5.41E-7,79.419785749,2.0488715E7,10.0,18587.0,73.0,-442.296968223823,0.0,
84.943945511,2.6528E-5,4.94E-7,84.943918489,2.0488715E7,4.0,1.6024829E7,73.0,-27.61992678035506,244.38007321964494,
37.938248048,2.4036E-5,6.45E-7,37.938223367,3031383.0,4.0,2592428.0,15.0,545.7462549838399,680.0,
60.672416406,2.4813E-5,7.48E-7,60.672390845,2975981.0,6.0,684014.0,15.0,669.6637177611299,680.0,
68.602449839,2.4229E-5,7.96E-7,68.602424814,1.4816913E7,3.0,7332509.0,51.0,63.86514688022146,335.86514688022146,
45.068837319,2.1262E-5,4.86E-7,45.068815571,7062052.0,2.0,4771733.0,27.0,332.1973388188778,604.1973388188778,
72.023482099,2.4142E-5,5.85E-7,72.023457372,7369293.0,3.0,5505701.0,25.0,152.45919417012783,424.45919417012783,
41.137184007,2.2414E-5,4.98E-7,41.137161095,7062052.0,2.0,4672675.0,27.0,397.5817270499972,680.0,
66.700053221,2.4286E-5,4.91E-7,66.700028444,2.0488715E7,10.0,18587.0,73.0,-489.89220250716494,0.0,
81.931379573,2.7239E-5,2.65E-7,81.931352069,2.0488715E7,10.0,18587.0,73.0,-369.0620960944346,0.0,
38.364611396,1.6076E-5,7.36E-7,38.364594584,3031383.0,4.0,1891177.0,15.0,598.7389601106865,680.0,
67.75479684,2.5095E-5,2.92E-7,67.754771453,2.0488715E7,4.0,1.5481196E7,73.0,-123.99729551295718,216.00270448704282,
45.166715292,1.5796E-5,6.59E-7,45.166698837,7369293.0,3.0,6610963.0,25.0,142.74967240952992,482.7496724095299,
58.533159699,2.3281E-5,7.69E-7,58.533135649,7062052.0,2.0,3125223.0,27.0,504.3398268759895,680.0,
44.632373113,2.3855E-5,5.94E-7,44.632348664,7062052.0,2.0,4873569.0,27.0,384.266604434742,680.0,
62.453197337,2.3514E-5,5.44E-7,62.453173279,7062052.0,2.0,3510412.0,27.0,476.26849134983513,680.0,
