94.639881037,6.8191E-5,5.74E-7,95.639812846,1.7767205E7,5.0,8207976.0,70.0,124.067764438,100.0,0.0,8207976.0,1.481740697E9,1.5979711E9,j,1342177280,0,j,1602224129,0
74.485265548,3.5196E-5,6.45E-7,75.485230352,1.7767205E7,4.0,9961416.0,70.0,121.047533205,100.0,0.0,9961416.0,1.456893399E9,1.5979711E9,j,1342177280,0,j,1602224129,0
80.411840771,2.4721E-5,3.39E-7,81.41181605,1.7767205E7,5.0,5006952.0,70.0,134.943482814,100.0,0.0,5006952.0,1.527064672E9,1.5979711E9,j,1342177280,0,j,1602224129,0
71.380447349,2.5416E-5,6.9E-7,72.380421933,2.1279641E7,3.0,1.7550682E7,89.0,125.983672647,100.0,0.0,1.7550682E7,1.273024044E9,1.503276094E9,j,1207959552,0,j,1543503873,0
74.076791144,2.3824E-5,4.75E-7,75.07676732,1.7767205E7,4.0,1.0778023E7,70.0,129.400737822,100.0,0.0,1.0778023E7,1.445061064E9,1.5979711E9,j,1342177280,0,j,1602224129,0
95.941152134,2.044E-5,5.42E-7,96.941131694,1.7767205E7,5.0,6826566.0,70.0,88.874164263,100.0,0.0,6826566.0,1.501264685E9,1.5979711E9,j,1342177280,0,j,1602224129,0
99.843307943,2.4269E-5,6.29E-7,100.843283674,1.7767205E7,4.0,1.2977949E7,70.0,153.92364473,100.0,0.0,1.2977949E7,1.411048519E9,1.5979711E9,j,1342177280,0,j,1602224129,0
84.68307384,2.1327E-5,5.02E-7,85.683052513,2.1279641E7,3.0,1.5974561E7,89.0,134.624194176,100.0,0.0,1.5974561E7,1.29875848E9,1.52901053E9,j,1207959552,0,j,1543503873,0
62.322444941,3.0409E-5,6.1E-7,63.322414532,1.7767205E7,6.0,2637070.0,70.0,123.73324413,100.0,0.0,2637070.0,1.560630688E9,1.5979711E9,j,1342177280,0,j,1602224129,0
63.195687983,2.5823E-5,8.15E-7,64.19566216,1.7767205E7,4.0,9918388.0,70.0,130.135260185,100.0,0.0,9918388.0,1.457505713E9,1.5979711E9,j,1342177280,0,j,1602224129,0
67.453715508,2.2961E-5,6.98E-7,68.453692547,1.7767205E7,4.0,9064172.0,70.0,132.433744179,100.0,0.0,9064172.0,1.469584992E9,1.5979711E9,j,1342177280,0,j,1602224129,0
67.220260465,2.3036E-5,4.34E-7,68.220237429,1.7767205E7,6.0,3461810.0,70.0,118.930375493,100.0,0.0,3461810.0,1.5489664E9,1.5979711E9,j,1342177280,0,j,1602224129,0
109.838087523,2.0144E-5,7.27E-7,110.838067379,2.3646644E7,3.0,1.843331E7,97.0,104.444144273,100.0,0.0,1.843331E7,1.292479344E9,1.555624544E9,j,1207959552,0,j,1577058305,0
98.525510754,2.3127E-5,6.86E-7,99.525487627,1.7767205E7,5.0,4114245.0,70.0,99.541231659,100.0,0.0,4114245.0,1.539747257E9,1.5979711E9,j,1342177280,0,j,1602224129,0
97.368008553,2.0519E-5,6.81E-7,98.367988034,1.7767205E7,10.0,209247.0,70.0,105.162148392,100.0,0.0,209247.0,1.595025906E9,1.5979711E9,j,1342177280,0,j,1597997057,0
99.574431571,3.1075E-5,5.83E-7,100.574400496,1.7767205E7,4.0,1.6656383E7,70.0,155.832332774,100.0,0.0,1.6656383E7,1.355814714E9,1.5979711E9,j,1342177280,0,j,1602224129,0
79.499981873,2.9469E-5,6.13E-7,80.499952404,1.7767205E7,5.0,8151747.0,70.0,118.567426182,100.0,0.0,8151747.0,1.482530306E9,1.5979711E9,j,1342177280,0,j,1602224129,0
88.758514442,2.9187E-5,9.15E-7,89.758485255,2.3646644E7,3.0,1.8423581E7,97.0,118.651388819,100.0,0.0,1.8423581E7,1.293590798E9,1.556735998E9,j,1207959552,0,j,1577058305,0
