42.698814915,9183525.0,7.0,1056807.0,38.0,1.37854923E9,1.394995805E9,j,1342177280,0,j,1476395009,0
64.460918195,9183525.0,7.0,1274704.0,38.0,1.345021219E9,1.361467794E9,j,1342177280,0,j,1476395009,0
74.404726865,1.6544054E7,3.0,1309484.0,70.0,1.339316037E9,1.355762612E9,j,1207959552,0,j,1476395009,0
69.999563745,1.3919112E7,4.0,1161282.0,57.0,1.474871163E9,1.491317738E9,j,1342177280,0,j,1543503873,0
44.373031001,5939367.0,6.0,1299407.0,27.0,1.293507547E9,1.309954122E9,j,1275068416,0,j,1342177281,0
34.636919954,9183525.0,5.0,1152303.0,38.0,1.396374737E9,1.412821312E9,j,1342177280,0,j,1476395009,0
56.710454263,9183525.0,6.0,1084503.0,38.0,1.435279262E9,1.451725837E9,j,1342177280,0,j,1476395009,0
63.159735741000006,7360531.0,5.0,2921630.0,33.0,1.27206839E9,1.288514965E9,j,1241513984,0,j,1342177281,0
42.44953497,5939367.0,6.0,1155435.0,27.0,1.30432913E9,1.320775705E9,j,1275068416,0,j,1342177281,0
38.754707566,9183525.0,5.0,1168187.0,38.0,1.396083676E9,1.412530251E9,j,1342177280,0,j,1476395009,0
69.936242663,1.7474055E7,6.0,2319931.0,70.0,1.546191671E9,1.579084821E9,j,1342177280,0,j,1593835521,0
58.422900338,9183525.0,6.0,2128164.0,38.0,1.411247572E9,1.444140722E9,j,1342177280,0,j,1476395009,0
83.954613728,1.7767205E7,6.0,2322915.0,70.0,1.563099769E9,1.595992919E9,j,1342177280,0,j,1602224129,0
60.784955674,9183525.0,5.0,2231043.0,38.0,1.379578986E9,1.412472136E9,j,1342177280,0,j,1476395009,0
68.514404091,1.3919112E7,6.0,2319347.0,57.0,1.496078249E9,1.528971399E9,j,1342177280,0,j,1543503873,0
72.484145736,1.6544054E7,3.0,2316026.0,70.0,1.313277672E9,1.346170822E9,j,1207959552,0,j,1476395009,0
57.905643909,9183525.0,7.0,2230383.0,38.0,1.375783945E9,1.408677095E9,j,1342177280,0,j,1476395009,0
72.373966068,1.3919112E7,6.0,2320730.0,57.0,1.504534005E9,1.537427155E9,j,1342177280,0,j,1543503873,0
75.463491174,1.7767205E7,7.0,450875.0,70.0,1.591602324E9,1.5979711E9,j,1342177280,0,j,1602224129,0
54.432642653,5939367.0,6.0,2595558.0,27.0,1.283457507E9,1.316350657E9,j,1275068416,0,j,1342177281,0
35.869587581,9183525.0,6.0,3318317.0,38.0,1.420581723E9,1.469921448E9,j,1342177280,0,j,1476395009,0
60.410306002,9183525.0,5.0,3243864.0,38.0,1.407706622E9,1.457046347E9,j,1342177280,0,j,1476395009,0
77.460931071,1.6286115E7,5.0,3478905.0,65.0,1.496593325E9,1.54593305E9,j,1342177280,0,j,1577058305,0
87.602849848,1.6544054E7,3.0,3561176.0,70.0,1.318058661E9,1.367398386E9,j,1207959552,0,j,1476395009,0
69.564069292,1.3919112E7,4.0,3483303.0,57.0,1.464878015E9,1.51421774E9,j,1342177280,0,j,1543503873,0
49.638643059,9183525.0,6.0,3289562.0,38.0,1.415817076E9,1.465156801E9,j,1342177280,0,j,1476395009,0
63.560415649999996,1.7474055E7,5.0,3482803.0,70.0,1.534154913E9,1.583494638E9,j,1342177280,0,j,1593835521,0
69.335631429,1.6544054E7,3.0,3642037.0,70.0,1.303573854E9,1.352913579E9,j,1207959552,0,j,1476395009,0
86.516302926,1.7767205E7,12.0,39319.0,70.0,1.597415408E9,1.5979711E9,j,1342177280,0,j,1597997057,0
89.946319477,1.7767205E7,6.0,2990077.0,70.0,1.555643949E9,1.5979711E9,j,1342177280,0,j,1602224129,0
70.549044431,1.3919112E7,4.0,4644435.0,57.0,1.451272653E9,1.517058953E9,j,1342177280,0,j,1543503873,0
73.831371028,1.6544054E7,3.0,5352210.0,70.0,1.279905153E9,1.345691453E9,j,1207959552,0,j,1476395009,0
78.464108889,1.6286115E7,5.0,4642643.0,65.0,1.500027097E9,1.565813397E9,j,1342177280,0,j,1577058305,0
58.469704339,9183525.0,5.0,4365096.0,38.0,1.397572797E9,1.463359097E9,j,1342177280,0,j,1476395009,0
69.45396809,9183525.0,5.0,4361611.0,38.0,1.362797717E9,1.428584017E9,j,1342177280,0,j,1476395009,0
67.853314147,1.3919112E7,4.0,4642745.0,57.0,1.468243466E9,1.534029766E9,j,1342177280,0,j,1543503873,0
79.864469145,1.7767205E7,5.0,4192020.0,70.0,1.538640733E9,1.5979711E9,j,1342177280,0,j,1602224129,0
85.061549715,1.3919112E7,4.0,4644090.0,57.0,1.450498826E9,1.516285126E9,j,1342177280,0,j,1543503873,0
59.419841488,9183525.0,5.0,4349348.0,38.0,1.398269255E9,1.464055555E9,j,1342177280,0,j,1476395009,0
78.741904361,1.3919112E7,4.0,4639702.0,57.0,1.447344425E9,1.513130725E9,j,1342177280,0,j,1543503873,0
71.497662426,1.6544054E7,3.0,5741614.0,70.0,1.326664403E9,1.408897278E9,j,1207959552,0,j,1476395009,0
44.348116482,9183525.0,5.0,5426065.0,38.0,1.353965439E9,1.436198314E9,j,1342177280,0,j,1476395009,0
