56.029617218,6.7097E-5,0.040646147,57.029550121,1.6544054E7,2.0,4691513.0,70.0,53.622425202,4.4531E-5,5.39E-7,54.622380671,1.6544054E7,2.0,4691513.0,70.0,1.305870427E9,1.371656727E9,
36.399476918,4.4209E-5,0.01600071,37.399432709,6215000.0,4.0,4122987.0,25.0,76.25063405,3.8467E-5,4.51E-7,77.250595583,2.5127734E7,4.0,4122987.0,102.0,1.539619054E9,1.5979711E9,
52.730524396,3.8132E-5,0.006425353,53.730486264,1.6544054E7,2.0,4548496.0,70.0,51.702319641,4.6455E-5,5.09E-7,52.702273186,1.6544054E7,2.0,4548496.0,70.0,1.33001415E9,1.39580045E9,
52.209268096,5.2138E-5,0.006008573,53.209215958,1.6544054E7,2.0,4626050.0,70.0,54.486931758,3.7327E-5,5.24E-7,55.486894431,1.6544054E7,2.0,4626050.0,70.0,1.317457872E9,1.383244172E9,
45.253897486,2.4104E-5,0.010985261,46.253873382,9244890.0,3.0,4644348.0,38.0,73.747994841,3.9736E-5,8.3E-7,74.747955105,2.1279641E7,3.0,4644348.0,89.0,1.452073017E9,1.517859317E9,
33.563931992,4.0399E-5,0.014560888,34.563891593,5531396.0,4.0,4361075.0,24.0,49.169687139,2.9102E-5,5.49E-7,50.169658037,1.4206313E7,4.0,4361075.0,61.0,1.36721544E9,1.43300174E9,
52.422004798,2.0804E-5,0.005817536,53.421983994,1.6544054E7,2.0,4634736.0,70.0,54.714759163,2.255E-5,7.19E-7,55.714736613,1.6544054E7,2.0,4634736.0,70.0,1.334161443E9,1.399947743E9,
51.82569487,4.1184E-5,0.006093208,52.825653686,1.6544054E7,2.0,4601038.0,70.0,52.483272381,2.5008E-5,8.62E-7,53.483247373,1.6544054E7,2.0,4601038.0,70.0,1.34024106E9,1.40602736E9,
33.404175517,2.9519E-5,0.014146667,34.404145998,5921850.0,4.0,4640803.0,25.0,74.658733356,3.0485E-5,4.86E-7,75.658702871,2.4834584E7,4.0,4640803.0,102.0,1.512024171E9,1.577810471E9,
53.772467196,2.2264E-5,0.006124801,54.772444932,1.6544054E7,2.0,4639218.0,70.0,52.681232224,2.4351E-5,5.79E-7,53.681207873,1.6544054E7,2.0,4639218.0,70.0,1.315246206E9,1.381032506E9,
53.885847642,1.9639E-5,0.006243368,54.885828003,1.6544054E7,2.0,6822725.0,70.0,54.683372219,2.1399E-5,7.37E-7,55.68335082,1.6544054E7,2.0,6822725.0,70.0,1.32416669E9,1.42284614E9,
45.647571363,2.0951E-5,0.022564738,46.647550412,9244890.0,3.0,6763982.0,38.0,77.158214451,2.4133E-5,5.7E-7,78.158190318,2.1279641E7,3.0,6763982.0,89.0,1.413953996E9,1.512633446E9,
47.868826951,2.126E-5,0.009738017,48.868805691,1.1611893E7,3.0,6963792.0,46.0,78.577288463,2.4757E-5,7.74E-7,79.577263706,2.3646644E7,3.0,6963792.0,97.0,1.474405425E9,1.573084875E9,
32.127822981,3.878E-5,0.02289564,33.127784201,3700849.0,5.0,3662588.0,14.0,74.258577974,3.0221E-5,9.41E-7,75.258547753,2.5127734E7,5.0,3662588.0,102.0,1.546138062E9,1.5979711E9,
42.519487974,2.3603E-5,0.014102426,43.519464371,7397743.0,4.0,6496030.0,29.0,77.287687363,2.7281E-5,6.06E-7,78.287660082,2.5127734E7,4.0,6496030.0,102.0,1.50597514E9,1.5979711E9,
53.538361587,1.8652E-5,0.005679393,54.538342935,1.6544054E7,2.0,6940229.0,70.0,54.892408742,2.1558E-5,7.99E-7,55.892387184,1.6544054E7,2.0,6940229.0,70.0,1.303341466E9,1.402020916E9,
52.435923212,3.4515E-5,0.005378152,53.435888697,1.6544054E7,2.0,6792052.0,70.0,54.213336931,2.2555E-5,9.98E-7,55.213314376,1.6544054E7,2.0,6792052.0,70.0,1.329109079E9,1.427788529E9,
47.136665885,4.2237E-5,0.009619781,48.136623648,1.1518136E7,3.0,6718850.0,47.0,74.633723628,3.276E-5,6.81E-7,75.633690868,2.1279641E7,3.0,6718850.0,89.0,1.388025425E9,1.486704875E9,
36.775079811,2.4118E-5,0.013735085,37.775055693,6215000.0,4.0,5690302.0,25.0,73.991854916,2.8474E-5,8.16E-7,74.991826442,2.5127734E7,4.0,5690302.0,102.0,1.517384121E9,1.5979711E9,
38.48194983,5.4998E-5,0.023812113,39.481894832,887031.0,6.0,322922.0,3.0,74.208303165,3.5708E-5,5.63E-7,75.208267457,2.5127734E7,6.0,322923.0,102.0,1.593411903E9,1.5979711E9,
46.314161187,2.3463E-5,0.009905516,47.314137724,1.2799833E7,3.0,9287751.0,51.0,74.877311798,2.5086E-5,5.57E-7,75.877286712,2.4834584E7,3.0,9287751.0,102.0,1.4569515E9,1.5885241E9,
55.738548193,2.0817E-5,0.005798913,56.738527376,1.6544054E7,2.0,1.0926128E7,70.0,53.335643824,3.189E-5,6.4E-7,54.335611934,1.6544054E7,2.0,1.0926128E7,70.0,1.272661233E9,1.404233833E9,
53.876607192,2.2535E-5,0.009943303,54.876584657,1.2604721E7,3.0,8949132.0,52.0,74.97845504,2.5352E-5,5.95E-7,75.978429688,2.1279641E7,3.0,8949132.0,89.0,1.373086309E9,1.504658909E9,
49.229998141,2.3492E-5,0.009817046,50.229974649,1.1611893E7,3.0,9253775.0,46.0,77.818444774,2.5216E-5,4.72E-7,78.818419558,2.3646644E7,3.0,9253775.0,97.0,1.442654797E9,1.574227397E9,
46.818932574,2.6075E-5,0.014078737,47.818906499,7992049.0,4.0,7850410.0,31.0,75.910398029,2.7712E-5,5.92E-7,76.910370317,2.5127734E7,4.0,7850411.0,102.0,1.486781901E9,1.5979711E9,
53.959897316,2.2273E-5,0.005926059,54.959875043,1.6544054E7,2.0,8994967.0,70.0,54.759525893,2.1772E-5,8.12E-7,55.759504121,1.6544054E7,2.0,8994967.0,70.0,1.335176012E9,1.466748612E9,
34.398315784,3.626E-5,0.01289548,35.398279524,6215000.0,4.0,4811040.0,25.0,73.746419703,2.8443E-5,8.29E-7,74.74639126,2.5127734E7,4.0,4811040.0,102.0,1.529856923E9,1.5979711E9,
48.472813498,2.3694E-5,0.010267279,49.472789804,1.1518136E7,3.0,9040251.0,47.0,74.253558045,2.3352E-5,8.42E-7,75.253534693,2.1279641E7,3.0,9040251.0,89.0,1.406483027E9,1.538055627E9,
48.156888674,3.1051E-5,0.009444678,49.156857623,1.1611893E7,3.0,9166209.0,46.0,78.774605222,2.44E-5,6.84E-7,79.774580822,2.3646644E7,3.0,9166209.0,97.0,1.427563314E9,1.559135914E9,
28.532652409,3.6143E-5,0.026491581,29.532616266,274561.0,9.0,272393.0,1.0,72.312259686,4.0964E-5,5.81E-7,73.312218722,2.5127734E7,9.0,272394.0,102.0,1.594128581E9,1.5979711E9,
49.775980772,2.1574E-5,0.009511547,50.775959198,1.3092983E7,3.0,8725434.0,51.0,75.589601937,2.4083E-5,8.2E-7,76.589577854,2.5127734E7,3.0,8725434.0,102.0,1.47438155E9,1.5979711E9,
48.254067975,2.15E-5,0.00976202,49.254046475,1.3092983E7,3.0,8758088.0,51.0,75.558229567,2.5807E-5,9.12E-7,76.55820376,2.5127734E7,3.0,8758088.0,102.0,1.473926987E9,1.5979711E9,
47.62255867,3.2944E-5,0.008912472,48.622525726,1.2799833E7,3.0,1.1453367E7,51.0,76.70827474,2.5287E-5,5.7E-7,77.708249453,2.4834584E7,3.0,1.1453367E7,102.0,1.421975432E9,1.586441182E9,
74.038768341,1.9079E-5,0.004982806,75.038749262,2.1279641E7,2.0,1.1319456E7,89.0,75.00387331,2.0867E-5,5.61E-7,76.003852443,2.1279641E7,2.0,1.1319456E7,89.0,1.33630008E9,1.50076583E9,
36.167609877,2.8262E-5,0.017656743,37.167581615,3700849.0,5.0,3602399.0,14.0,75.855710394,2.857E-5,7.49E-7,76.855681824,2.5127734E7,5.0,3602399.0,102.0,1.546987257E9,1.5979711E9,
46.680042489,2.4613E-5,0.013990022,47.680017876,7992049.0,4.0,7471972.0,31.0,77.017634062,2.7324E-5,8.01E-7,78.017606738,2.5127734E7,4.0,7471973.0,102.0,1.492127655E9,1.5979711E9,
46.788151467,3.1002E-5,0.010333393,47.788120465,1.3092983E7,3.0,8637813.0,51.0,76.201977976,2.3292E-5,8.01E-7,77.201954684,2.5127734E7,3.0,8637813.0,102.0,1.475621126E9,1.5979711E9,
33.328990202,4.2747E-5,0.016135516,34.328947455,2662159.0,5.0,1676250.0,11.0,74.531045307,3.0053E-5,8.18E-7,75.531015254,2.5127734E7,5.0,1676250.0,102.0,1.574278258E9,1.5979711E9,
49.134472378,3.1724E-5,0.009412329,50.134440654,1.3885139E7,3.0,1.1332876E7,55.0,78.721042293,2.487E-5,7.28E-7,79.721017423,2.3646644E7,3.0,1.1332876E7,97.0,1.383427897E9,1.547893647E9,
48.338073317,2.2945E-5,0.009526355,49.338050372,1.2799833E7,3.0,1.1492577E7,51.0,79.556613177,2.4887E-5,7.23E-7,80.55658829,2.4834584E7,3.0,1.1492577E7,102.0,1.428174899E9,1.592640649E9,
35.55523551,2.6129E-5,0.01787362,36.555209381,2662159.0,5.0,1847416.0,11.0,72.269916078,2.9577E-5,5.56E-7,73.269886501,2.5127734E7,5.0,1847416.0,102.0,1.571846711E9,1.5979711E9,
