8.519633105,1.45962E-4,9.51E-7,8.519487143,0.0,18.0,8.143444251,100.0,0.0,1.0,1.271048553E9,1.271053506E9,
8.89669746,9.2989E-5,1.061E-6,8.896604471,0.0,16.0,7.838371311,100.0,0.0,1979.0,1.271053853E9,1.271058806E9,
7.804284397,3.66316E-4,1.299E-6,7.803918081,0.0,17.0,8.209195281,100.0,0.0,628.0,1.271043375E9,1.271048328E9,
7.797093258,2.33206E-4,1.279E-6,7.796860052,0.0,18.0,7.795789216,100.0,0.0,769.0,1.271087987E9,1.27109294E9,
7.780833878,2.47444E-4,1.149E-6,7.780586434,0.0,17.0,7.78907517,100.0,0.0,1963.0,1.271090555E9,1.271095508E9,
7.788878052,2.08515E-4,1.005E-6,7.788669537,0.0,15.0,7.764550247,100.0,0.0,4804.0,1.271033033E9,1.27104294E9,
7.804963349,2.20328E-4,1.041E-6,7.804743021,0.0,16.0,7.813013382,100.0,0.0,931.0,1.271046959E9,1.271056866E9,
7.77325469,2.18587E-4,1.419E-6,7.773036103,0.0,16.0,7.775477472,100.0,0.0,1070.0,1.271047248E9,1.271057155E9,
7.80826188,2.18617E-4,1.122E-6,7.808043263,0.0,15.0,7.783663564,100.0,0.0,4763.0,1.271033732E9,1.271043639E9,
7.800874713,2.34682E-4,1.383E-6,7.800640031,0.0,17.0,7.789647804,100.0,0.0,1775.0,1.271060766E9,1.271070673E9,
