0.0,0.0,0.0,0.0,0.0,0.0,185.627354074,852253.0,2.198E-6,100.0,250.484516926,352845.0,4.37E-7,0.0,0.0,0.0,185.627354074,0.0,-552.9490392083698,0.0,
185.627354074,852253.0,0.0,0.0,0.0,0.0,0.00121449,0.0,5.04E-7,100.0,1064.18165426,3682868.0,3.99E-7,0.0,0.0,0.0,0.00121449,0.0,-256.06579578633705,15.934204213662952,
0.00121449,0.0,0.0,0.0,0.0,0.0,180.34482738,852253.0,8.89E-7,100.0,366.025449827,780277.0,6.24E-7,0.0,0.0,0.0,180.34482738,0.0,-308.37788840632834,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.018703134,0.0,2.147E-6,100.0,5185.538089101,2.0943748E7,5.07E-7,0.0,0.0,0.0,0.018703134,0.0,-209.0033791888328,62.99662081116719,
180.34482738,852253.0,0.0,0.0,0.0,0.0,681.770578195,2940413.0,7.9E-7,100.0,1760.76776858,6303697.0,5.72E-7,0.0,0.0,0.0,681.770578195,0.0,504.7513679948156,680.0,
681.770578195,2940413.0,0.0,0.0,0.0,0.0,777.1553507,3274561.0,7.05E-7,100.0,2331.020040228,8269561.0,3.83E-7,0.0,0.0,0.0,777.1553507,0.0,449.2001601324755,680.0,
0.018703134,0.0,0.0,0.0,0.0,0.0,1109.533594773,4899799.0,6.45E-7,100.0,3366.393202038,1.1892408E7,6.54E-7,0.0,0.0,0.0,1109.533594773,0.0,182.19402210326166,454.19402210326166,
1109.533594773,4899799.0,0.0,0.0,0.0,0.0,207.408712504,852253.0,3.93E-7,100.0,260.076198735,343053.0,3.45E-7,0.0,0.0,0.0,207.408712504,0.0,-607.5831206176557,0.0,
777.1553507,3274561.0,0.0,0.0,0.0,0.0,457.474545513,2087100.0,6.91E-7,100.0,1681.295861529,5986099.0,4.72E-7,0.0,0.0,0.0,457.474545513,0.0,518.38567970554,680.0,
457.474545513,2087100.0,0.0,0.0,0.0,0.0,185.074639016,852253.0,7.04E-7,100.0,332.579096492,728821.0,5.16E-7,0.0,0.0,0.0,185.074639016,0.0,-408.64761092022366,0.0,
185.074639016,852253.0,0.0,0.0,0.0,0.0,203.948042835,852253.0,6.19E-7,100.0,334.967340068,731220.0,4.99E-7,0.0,0.0,0.0,203.948042835,0.0,-372.8692963689447,0.0,
207.408712504,852253.0,0.0,0.0,0.0,0.0,881.957837369,3732219.0,6.99E-7,100.0,2423.368709963,8974450.0,4.97E-7,0.0,0.0,0.0,881.957837369,0.0,422.96534151128094,680.0,
203.948042835,852253.0,0.0,0.0,0.0,0.0,248.608448643,1078665.0,7.36E-7,100.0,996.466982994,3102936.0,5.3E-7,0.0,0.0,0.0,248.608448643,0.0,629.5688474380092,680.0,
881.957837369,3732219.0,0.0,0.0,0.0,0.0,213.653815097,852253.0,6.41E-7,100.0,239.096102381,334127.0,4.6E-7,0.0,0.0,0.0,213.653815097,0.0,-657.7151318585323,0.0,
248.608448643,1078665.0,0.0,0.0,0.0,0.0,0.001843205,0.0,5.25E-7,100.0,4496.136451837,1.6641016E7,4.91E-7,0.0,0.0,0.0,0.001843205,0.0,-223.83433882032216,48.16566117967784,
213.653815097,852253.0,0.0,0.0,0.0,0.0,1217.411257125,5057027.0,4.04E-7,100.0,3218.881456955,1.2073649E7,4.32E-7,0.0,0.0,0.0,1217.411257125,0.0,159.66582616193853,431.6658261619385,
0.001843205,0.0,0.0,0.0,0.0,0.0,177.793009915,852253.0,1.004E-6,100.0,292.19788265,702022.0,3.83E-7,0.0,0.0,0.0,177.793009915,0.0,-476.9560821119013,0.0,
1217.411257125,5057027.0,0.0,0.0,0.0,0.0,0.001518628,0.0,6.76E-7,100.0,452.655079282,1293143.0,4.52E-7,0.0,0.0,0.0,0.001518628,0.0,-261.5738949588752,10.4261050411248,
0.001518628,0.0,0.0,0.0,0.0,0.0,198.199433145,696951.0,6.21E-7,100.0,1005.460260182,3474839.0,3.71E-7,0.0,0.0,0.0,198.199433145,0.0,-133.6427548504107,138.3572451495893,
198.199433145,696951.0,0.0,0.0,0.0,0.0,186.970847898,852253.0,8.13E-7,100.0,213.728293971,334105.0,5.07E-7,0.0,0.0,0.0,186.970847898,0.0,-660.0466393712139,0.0,
186.970847898,852253.0,0.0,0.0,0.0,0.0,438.104938856,2061450.0,5.3E-7,100.0,1374.145577294,5300982.0,4.93E-7,0.0,0.0,0.0,438.104938856,0.0,541.8997470405147,680.0,
438.104938856,2061450.0,0.0,0.0,0.0,0.0,188.627926108,852253.0,5.36E-7,100.0,230.76784979,363979.0,6.08E-7,0.0,0.0,0.0,188.627926108,0.0,-515.5289733073708,0.0,
177.793009915,852253.0,0.0,0.0,0.0,0.0,1119.515692315,5056502.0,8.05E-7,100.0,3116.778542687,1.1916592E7,6.63E-7,0.0,0.0,0.0,1119.515692315,0.0,157.80258441543094,429.80258441543094,
188.627926108,852253.0,0.0,0.0,0.0,0.0,437.490784636,2087078.0,6.31E-7,100.0,1503.531771084,5832211.0,5.46E-7,0.0,0.0,0.0,437.490784636,0.0,520.023597359939,680.0,
437.490784636,2087078.0,0.0,0.0,0.0,0.0,180.480640765,852253.0,5.49E-7,100.0,313.015215976,714364.0,4.66E-7,0.0,0.0,0.0,180.480640765,0.0,-441.22450647734627,0.0,
1119.515692315,5056502.0,0.0,0.0,0.0,0.0,1029.520507901,4901832.0,8.31E-7,100.0,3145.061266752,1.1894925E7,5.79E-7,0.0,0.0,0.0,1029.520507901,0.0,177.12282027169636,449.12282027169636,
1029.520507901,4901832.0,0.0,0.0,0.0,0.0,180.573586325,852253.0,6.26E-7,100.0,285.441367026,701761.0,4.75E-7,0.0,0.0,0.0,180.573586325,0.0,-484.71122864095844,0.0,
180.573586325,852253.0,0.0,0.0,0.0,0.0,182.192811187,852253.0,7.56E-7,100.0,212.381287869,343053.0,4.71E-7,0.0,0.0,0.0,182.192811187,0.0,-606.009209612471,0.0,
182.192811187,852253.0,0.0,0.0,0.0,0.0,239.817273057,1109519.0,8.17E-7,100.0,1031.620410064,3613972.0,5.27E-7,0.0,0.0,0.0,239.817273057,0.0,609.9257325694896,680.0,
239.817273057,1109519.0,0.0,0.0,0.0,0.0,188.040530659,690296.0,8.36E-7,100.0,929.49189093,3322833.0,5.67E-7,0.0,0.0,0.0,188.040530659,0.0,-140.29978282705906,131.70021717294094,
