37.588847799,8.7832E-5,0.202328023,38.588759967,3254819.0,5.0,38.588847799,8.7832E-5,8033623.321743849,100.0,5.05E-7,0.0,6.88E-7,0.0,0.0,2819176.0,27.950711954,0.0,2819176.0,12.0,1.558065038E9,1.5979711E9,
65.257725438,3.1486E-5,0.045599248,66.257693952,1.6544054E7,2.0,66.257725438,3.1486E-5,200.210238014,100.0,3.45E-7,0.0,3.47E-7,0.0,0.0,4611687.0,38.38440663,0.0,4611687.0,70.0,1.319985233E9,1.385771533E9,
35.740093614,4.7959E-5,0.027291612,36.740045655,1333926.0,6.0,36.740093614,4.7959E-5,172.539997134,100.0,3.18E-7,0.0,3.5E-7,0.0,0.0,1256884.0,27.515156163,0.0,1256882.0,5.0,1.580241191E9,1.5979711E9,
35.122481739,3.3785E-5,0.017547623,36.122447954,2662159.0,5.0,36.122481739,3.3785E-5,164.503162499,100.0,3.1E-7,0.0,3.27E-7,0.0,0.0,1644589.0,28.831810848,0.0,1644589.0,11.0,1.574721781E9,1.5979711E9,
35.490154269,2.9568E-5,0.014987443,36.490124701,5921850.0,4.0,36.490154269,2.9568E-5,170.895889871,100.0,3.49E-7,0.0,3.72E-7,0.0,0.0,4644728.0,24.82978735,0.0,4644728.0,25.0,1.525718084E9,1.591504384E9,
35.708604157,2.8074E-5,0.013176507,36.708576083,5531396.0,4.0,36.708604157,2.8074E-5,163.951864931,100.0,5.42E-7,0.0,5.45E-7,0.0,0.0,4361769.0,26.982063719,0.0,4361769.0,24.0,1.361385217E9,1.427171517E9,
45.931862337,2.7211E-5,0.009808131,46.931835126,9244890.0,3.0,46.931862337,2.7211E-5,177.890185294,100.0,3.5E-7,0.0,3.46E-7,0.0,0.0,4642791.0,34.317368675,0.0,4642791.0,38.0,1.46855324E9,1.53433954E9,
48.592425167,2.4813E-5,0.00980948,49.592400354,9244890.0,3.0,49.592425167,2.4813E-5,184.736610168,100.0,3.45E-7,0.0,3.23E-7,0.0,0.0,4548922.0,33.145998803,0.0,4548922.0,38.0,1.431756279E9,1.497542579E9,
32.248679544,2.4253E-5,0.014242283,33.248655291,5531396.0,4.0,33.248679544,2.4253E-5,169.885185005,100.0,3.6E-7,0.0,3.71E-7,0.0,0.0,4360819.0,26.396689555,0.0,4360819.0,24.0,1.366045619E9,1.431831919E9,
36.804987642,2.796E-5,0.019194558,37.804959682,2662159.0,5.0,37.804987642,2.796E-5,168.093154582,100.0,4.85E-7,0.0,5.45E-7,0.0,0.0,2187745.0,37.425330588,0.0,2187745.0,11.0,1.566995531E9,1.5979711E9,
44.480500672,2.6108E-5,0.016670509,45.480474564,7397743.0,4.0,45.480500672,2.6108E-5,184.71903928,100.0,3.26E-7,0.0,3.47E-7,0.0,0.0,6898501.0,32.641976444,0.0,6898501.0,29.0,1.50024519E9,1.5979711E9,
50.212197668,2.6148E-5,0.011674272,51.21217152,7397743.0,4.0,51.212197668,2.6148E-5,187.395281686,100.0,3.53E-7,0.0,3.51E-7,0.0,0.0,6821968.0,29.467419995,0.0,6821968.0,29.0,1.501331754E9,1.5979711E9,
54.383846136,1.9613E-5,0.007965084,55.383826523,1.6544054E7,2.0,55.383846136,1.9613E-5,192.926232116,100.0,3.01E-7,0.0,3.22E-7,0.0,0.0,8521367.0,39.38322622,0.0,8521367.0,70.0,1.27350591E9,1.37218536E9,
34.604981662,3.8702E-5,0.022235928,35.60494296,1333926.0,6.0,35.604981662,3.8702E-5,172.407434905,100.0,3.43E-7,0.0,3.59E-7,0.0,0.0,1256436.0,27.625269394,0.0,1256434.0,5.0,1.580248239E9,1.5979711E9,
44.377783832,2.3409E-5,0.009299037,45.377760423,9244890.0,3.0,45.377783832,2.3409E-5,172.425556047,100.0,3.43E-7,0.0,4.12E-7,0.0,0.0,6774194.0,33.514176066,0.0,6774194.0,38.0,1.415901744E9,1.514581194E9,
42.568951868,2.6384E-5,0.01177104,43.568925484,8142993.0,4.0,43.568951868,2.6384E-5,181.829988361,100.0,3.77E-7,0.0,3.44E-7,0.0,0.0,6963041.0,29.653678288,0.0,6963039.0,33.0,1.478597212E9,1.577276662E9,
51.924427871,2.3073E-5,0.009329951,52.924404798,9244890.0,3.0,52.924427871,2.3073E-5,186.241113301,100.0,3.26E-7,0.0,4.19E-7,0.0,0.0,6864225.0,37.765514892,0.0,6864225.0,38.0,1.431180526E9,1.529859976E9,
