0.0,0.0,0.0,100.0,2.325E-6,0.0,435.510599588,367066.0,0.0,0.0,603.2363337054641,
0.0,0.0,0.0,100.0,1.64E-7,0.0,287.724407497,367464.0,0.0,0.0,582.028894490115,
0.0,0.0,0.0,100.0,2.06E-7,0.0,211.742963076,367842.0,0.0,0.0,394.92963758438066,
0.0,0.0,0.0,100.0,2.39E-7,0.0,124.459887902,366874.0,0.0,0.0,88.43524244647507,
0.0,0.0,0.0,100.0,2.12E-7,0.0,232.444397485,366996.0,0.0,0.0,521.8761392606551,
0.0,0.0,0.0,100.0,1.59E-7,0.0,251.424936805,368170.0,0.0,0.0,537.1589448385087,
0.0,0.0,0.0,100.0,2.38E-7,0.0,157.949744753,367897.0,0.0,0.0,226.8889010591349,
0.0,0.0,0.0,100.0,2.69E-7,0.0,155.841538667,530693.0,0.0,0.0,37.92763698221859,
0.0,0.0,0.0,100.0,1.89E-7,0.0,293.033419504,368170.0,0.0,0.0,595.103565839807,
0.0,0.0,0.0,100.0,1.92E-7,0.0,46.641784474,168425.0,0.0,0.0,12.8518569379127,
0.0,0.0,0.0,100.0,2.2E-7,0.0,232.293605631,367508.0,0.0,0.0,490.1002950915164,
0.0,0.0,0.0,100.0,1.75E-7,0.0,222.535362065,368326.0,0.0,0.0,480.2653305284094,
0.0,0.0,0.0,100.0,2.57E-7,0.0,152.949071399,367600.0,0.0,0.0,161.5280613427675,
0.0,0.0,0.0,100.0,3.37E-7,0.0,144.675390354,367419.0,0.0,0.0,176.31300747653566,
0.0,0.0,0.0,100.0,3.47E-7,0.0,132.8264211,368065.0,0.0,0.0,124.28590647448367,
0.0,0.0,0.0,100.0,2.53E-7,0.0,283.475607316,367798.0,0.0,0.0,599.4850700156757,
0.0,0.0,0.0,100.0,1.57E-7,0.0,183.600576665,368335.0,0.0,0.0,262.7239980118277,
0.0,0.0,0.0,100.0,1.87E-7,0.0,164.143040515,367419.0,0.0,0.0,176.56342376915364,
0.0,0.0,0.0,100.0,2.23E-7,0.0,206.092095827,441565.0,0.0,0.0,292.4802001851489,
0.0,0.0,0.0,100.0,2.06E-7,0.0,263.76387149,368143.0,0.0,0.0,551.1507744675764,
0.0,0.0,0.0,100.0,2.04E-7,0.0,312.823017771,366301.0,0.0,0.0,678.7547520399515,
0.0,0.0,0.0,100.0,1.81E-7,0.0,140.864375765,368617.0,0.0,0.0,243.44408939453177,
0.0,0.0,0.0,100.0,1.54E-7,0.0,291.363477904,367734.0,0.0,0.0,674.9599936689197,
0.0,0.0,0.0,100.0,2.42E-7,0.0,145.406724809,368227.0,0.0,0.0,213.1704253375227,
0.0,0.0,0.0,100.0,1.71E-7,0.0,163.587479233,368335.0,0.0,0.0,262.30325720684067,
0.0,0.0,0.0,100.0,1.53E-7,0.0,222.195926597,367060.0,0.0,0.0,453.22390561570325,
0.0,0.0,0.0,100.0,2.13E-7,0.0,244.739812779,368550.0,0.0,0.0,462.1332045783361,
0.0,0.0,0.0,100.0,1.8E-7,0.0,240.781607501,367802.0,0.0,0.0,501.75709238348594,
0.0,0.0,0.0,100.0,1.9E-7,0.0,129.690016915,366368.0,0.0,0.0,62.59211538874613,
0.0,0.0,0.0,100.0,2.16E-7,0.0,239.058507225,367580.0,0.0,0.0,523.1369693981663,
0.0,0.0,0.0,100.0,2.23E-7,0.0,201.701692288,367539.0,0.0,0.0,363.68242189161003,
0.0,0.0,0.0,100.0,2.35E-7,0.0,230.358761962,366344.0,0.0,0.0,486.7545068855843,
0.0,0.0,0.0,100.0,1.55E-7,0.0,233.465063553,368173.0,0.0,0.0,475.3150979916184,
0.0,0.0,0.0,100.0,2.97E-7,0.0,202.445296653,368242.0,0.0,0.0,446.27593256515337,
0.0,0.0,0.0,100.0,2.58E-7,0.0,132.719937926,367966.0,0.0,0.0,166.9237926274748,
0.0,0.0,0.0,100.0,2.51E-7,0.0,245.833598153,368013.0,0.0,0.0,525.2733768112885,
0.0,0.0,0.0,100.0,1.97E-7,0.0,110.980575807,366512.0,0.0,0.0,71.09097472536253,
0.0,0.0,0.0,100.0,2.28E-7,0.0,275.897052818,367150.0,0.0,0.0,668.6200896280765,
