25.627556843,0.0,24.390943523,0.0,
46.450634651,0.0,32.859886309,0.0,
46.298018456,0.0,24.808675095,0.0,
35.410951312,0.0,35.249581654,0.0,
32.358940643,0.0,34.587511874,0.0,
89.904945263,0.0,33.454356336,0.0,
34.182194072,0.0,33.213553846,0.0,
30.656487428,0.0,29.074603916,0.0,
45.798186919,0.0,33.396949253,0.0,
47.612844856,0.0,27.485600434,0.0,
33.558368171,0.0,37.034596832,0.0,
48.34493153,0.0,40.366960338,0.0,
24.41998101,0.0,25.576752888,0.0,
49.54913717,0.0,36.56235299,0.0,
60.721174646,0.0,37.424364676,0.0,
50.728175167,0.0,36.253177501,0.0,
63.434747412,0.0,48.508221228,0.0,
95.430967416,0.0,61.450371607,0.0,
36.498409605,0.0,35.504053672,0.0,
47.521037842,0.0,39.752759007,0.0,
63.318855697,0.0,61.808275903,0.0,
36.320378916,0.0,36.133287846,0.0,
23.044542662,0.0,25.930787697,0.0,
48.675310098,0.0,38.356351552,0.0,
67.336782796,0.0,67.491305034,0.0,
110.648714168,0.0,83.480809619,0.0,
74.30345008,0.0,69.597816419,0.0,
32.430888814,0.0,28.054229902,0.0,
60.442223796,0.0,57.488773998,0.0,
32.290022761,0.0,29.405746007,0.0,
46.431539762,0.0,36.602655171,0.0,
76.136001148,0.0,71.373317663,0.0,
48.056142781,0.0,38.996729842,0.0,
98.571773136,0.0,80.515357525,0.0,
82.95196551,0.0,79.591120399,0.0,
72.668487547,0.0,72.30710666,0.0,
25.703915491,0.0,24.25664926,0.0,
34.678015592,0.0,29.986835495,0.0,
36.652324896,0.0,32.534197116,0.0,
47.833716773,0.0,40.271878915,0.0,
78.016387644,0.0,69.811966144,0.0,
79.68020505,0.0,74.409246199,0.0,
73.728698458,0.0,72.746163475,0.0,
65.092974671,0.0,55.065474062,0.0,
48.652880269,0.0,37.626915938,0.0,
30.539236817,0.0,30.522558614,0.0,
101.037960225,0.0,102.485478596,0.0,
34.241125637,0.0,36.225081519,0.0,
98.067032384,0.0,85.338376768,0.0,
49.060876382,0.0,38.425195977,0.0,
49.499233823,0.0,43.297712005,0.0,
